PROBLEM_ID,TITLE_NM,TAGS_NM,SOLVED_USR,HASH_ID
,흑백,combinatorics linearity of expectation math probability,,13187000
,Kangaroo,dp,,13188000
,Trick,ad-hoc bruteforce constructive math,,13189000
,Match,,,13190000
,Popeala,,,13191000
,Router 1,ad-hoc constructive impl simulation,,13192000
,Router 2,ad-hoc constructive impl simulation,,13193000
,Router 3,constructive graph impl math simulation,,13194000
,Router 4,constructive graph impl math simulation,,13195000
,Router 5,constructive,,13196000
,Router 6,constructive,,13197000
,Router 7,constructive,,13198000
,치킨 먹고 싶다,math,,13199000
,Light Up,backtrack bruteforce impl simulation,,13200000
,즉흥 여행,dp math probability,,13201000
,피자 배치,geom math,,13202000
,읽어내기,ds d&c segtree,,13203000
,표본의 수 구하기,bruteforce math,,13204000
,비밀번호,,,13205000
,Professor KCM,math number theory primality test eratosthenes,,13206000
,Torres del Paine,geom,,13207000
,승현이와 승현이,binary search ds dsu graph lca mst pbs tree,,13208000
,검역소,binary search dp tree dp graph greedy parametric search tree,,13209000
,직사각형의 개수,,,13210000
,Passport Checking,ds hashset string,,13211000
,Random,math number theory primality test eratosthenes,,13212000
,Binary Roads,bfs graph traversal,,13213000
,Swaps,,,13214000
,Fish,,,13215000
,Badminton,impl simulation string,,13216000
,Honey,greedy sorting,,13217000
,Bitcoin,compression dp math,,13218000
,Trains,bfs graph traversal,,13219000
,Secret,kmp string,,13220000
,Manhattan,arithmetic geom impl math,,13221000
,Matches,geom math pythagoras thm,,13222000
,소금 폭탄,arithmetic impl math,,13223000
,Chop Cup,impl simulation string,,13224000
,Divisors,arithmetic bruteforce impl math,,13225000
,Divisors Again,math number theory,,13226000
,TicTacToe,impl string,,13227000
,The REAL Manhattan distance,arithmetic math,,13228000
,Selection Sum,prefix sum,,13229000
,Bits equalizer,greedy impl,,13230000
,Lucky Tickets,dp,,13231000
,Domain clusters,graph scc,,13232000
,Celtic Symmetry,,,13233000
,George Boole,impl string,,13234000
,팰린드롬,impl string,,13235000
,Collatz Conjecture,arithmetic impl math,,13236000
,Binary tree,dfs graph traversal tree,,13237000
,Bitcoin investment,greedy,,13238000
,Combinations,combinatorics dp math,,13239000
,Chessboard,impl,,13240000
,최소공배수,euclidean algorithm math number theory,,13241000
,Harps and Tails,ds greedy hashset treeset,,13242000
,Non-decreasing subsegment,impl,,13243000
,Tree,ds dsu graph traversal tree,,13244000
,Sum of digits,combinatorics math,,13245000
,행렬 제곱의 합,exponentiation by squaring math,,13246000
,토끼의 이동,bitmask combinatorics math,,13247000
,수업 거절,,,13248000
,공의 충돌,ad-hoc bruteforce math probability,,13249000
,주사위 게임,dp math probability,,13250000
,조약돌 꺼내기,combinatorics math probability,,13251000
,카지노,dp greedy,,13252000
,토러스,math,,13253000
,연휴,dfs graph traversal math probability tree,,13254000
,동전 뒤집기,dp linearity of expectation math probability,,13255000
,수열의 아름다움,ad-hoc linearity of expectation math probability,,13256000
,생태학,combinatorics dp math probability,,13257000
,복권 + 은행,dp math,,13258000
,강호의 초대,,,13259000
,문자열 자르기,dp knuth,,13260000
,탈옥,d&c d&c optimization dp,,13261000
,수열의 OR 점수,d&c d&c optimization dp,,13262000
,나무 자르기,cht dp,,13263000
,접미사 배열 2,string suffix array and lcp array,,13264000
,색칠하기,bfs dfs graph traversal,,13265000
,생일 케이크,,,13266000
,쿠키 배열,bitmask ds d&c dp bitfield dp exponentiation by squaring impl math sparse table,,13267000
,셔틀런,case work impl simulation,,13268000
,쌓기나무,constructive greedy impl,,13269000
,피보나치 치킨,dp math,,13270000
,스파이,bellman-ford graph math,,13271000
,비밀번호,string suffix array and lcp array two-pointer,,13272000
,로마숫자,impl math string,,13273000
,수열,impl sorting,,13274000
,가장 긴 팰린드롬 부분 문자열,manacher's string,,13275000
,Prefix와 Suffix,hash string suffix array and lcp array,,13276000
,큰 수 곱셈,arbitrary precision / big integers arithmetic math,,13277000
,피보나치 합의 개수,fft math number theory,,13278000
,곱의 합 쿼리,dp fft math,,13279000
,Selection of Participants of an Experiment,bruteforce sorting,,13280000
,Look for the Winner!,impl simulation sorting,,13281000
,Bamboo Blossoms,bit set math number theory primality test eratosthenes,,13282000
,Daruma Otoshi,dp,,13283000
,3D Printing,,,13284000
,Deciphering Characters,tree tree isomorphism,,13285000
,Warp Drive,,,13286000
,Gift Exchange Party,circulation flow two-pointer,,13287000
,A New Alphabet,impl string,,13288000
,Arcade!,dp gaussian elimination graph linear algebra math,,13289000
,Big Truck,dijkstra's graph,,13290000
,Brackets,dp math,,13291000
,Dots and Boxes,bipartite matching flow impl,,13292000
,Free Desserts,dp,,13293000
,역팩토리얼,math number theory,,13294000
,Nine Packs,dp knapsack,,13295000
,Primonimo,gaussian elimination linear algebra math number theory,,13296000
,Quick Estimates,string,,13297000
,Robotopia,bruteforce math,,13298000
,Unusual Darts,bruteforce geom,,13299000
,방 배정,impl math,,13300000
,타일 장식물,dp math,,13301000
,리조트,dp,,13302000
,장애물 경기,ds treeset,,13303000
,방 배정,impl math,,13304000
,주유소,greedy,,13305000
,트리,ds dsu offline query,,13306000
,레이저 센서,constructive convex hull d&c geom,,13307000
,주유소,dijkstra's dp graph,,13308000
,트리,ds ett hld segtree tree,,13309000
,먼 별,convex hull geom rotating calipers ternary search,,13310000
,행운의 편지,math number theory,,13311000
,아크코사인은 믿음입니다,constructive,,13312000
,손은 컴퓨터보다 빠르다,constructive graph randomization,,13313000
,플로이드에 오타가?,constructive floyd–warshall graph,,13314000
,실수 써도 풀려요?,constructive math,,13315000
,std::정렬부터 시작하는 디버깅 생활,constructive sorting,,13316000
,한 번 남았다,bellman-ford constructive graph,,13317000
,위험한 해싱,constructive hash math number theory,,13318000
,가짜 소수,constructive fermat's little thm math number theory precomputation primality test,,13319000
,잘못 구현한 디닉,constructive flow graph randomization,,13320000
,디닉은 네제곱입니까?,,,13321000
,접두사 배열,ad-hoc impl string,,13322000
,BOJ 수열 1,ds dp priority queue slope trick,,13323000
,BOJ 수열 2,ds dp priority queue slope trick,,13324000
,이진 트리,dp tree dp tree,,13325000
,Diameter,geom greedy,,13326000
,개구리,dijkstra's geom graph impl,,13327000
,Message Passing,dp exponentiation by squaring math,,13328000
,Meteor Shower,convex hull ds geom sweeping,,13329000
,유사 팰린드롬,dp,,13330000
,Planar Drawing,ds dsu dual graph graph planar graph,,13331000
,Project Team,circulation flow,,13332000
,Q-인덱스,bruteforce sorting,,13333000
,철로,ds priority queue sorting sweeping,,13334000
,트럭,ds impl queue simulation,,13335000
,카르테시안 트리,dp,,13336000
,거의 오일러 그래프,combinatorics graph math,,13337000
,수도 선정,,,13338000
,XOR 수열,greedy,,13339000
,마법의 탑과 순간 이동,,,13340000
,두 트리,,,13341000
,건물주,flow floyd–warshall graph mcmf,,13342000
,Block Game,euclidean algorithm game theory math number theory,,13343000
,Chess Tournament,ds dsu graph topological sorting,,13344000
,Completing the Square,geom math,,13345000
,Hamming Ellipses,dp,,13346000
,Lost In The Woods,dp math probability,,13347000
,Memory Match,impl,,13348000
,Millionaire Madness,binary search dijkstra's graph traversal,,13349000
,Presidential Elections,dp knapsack,,13350000
,Rock Band,,,13351000
,석양이 진다...,geom impl randomization,,13352000
,Translators’ Dinner,constructive dfs graph traversal tree,,13353000
,Artwork,ds dsu,,13354000
,Bless You Autocorrect!,bfs ds graph traversal tree trie,,13355000
,Card Hand Sorting,bruteforce dp impl lis in o(n log n),,13356000
,Daydreaming Stockbroker,greedy,,13357000
,Exponial,euler phi function exponentiation by squaring math number theory,,13358000
,Fleecing the Raffle,combinatorics math,,13359000
,Game Rank,impl simulation,,13360000
,최고인 대장장이 토르비욘,compression ds dsu graph traversal,,13361000
,Interception,,,13362000
,Jumbled Compass,arithmetic case work impl math,,13363000
,Keeping the Dogs Apart,binary search geom two-pointer,,13364000
,Jumping Worm,,,13365000
,Math Contest,math number theory,,13366000
,Weeping Fig,graph stoer–wagner,,13367000
,Cocktail Shaker Sort,,,13368000
,The Escape,,,13369000
,Carrot Farm,,,13370000
,Dolphin,binary search impl math,,13371000
,Glass Bridge,ds segtree,,13372000
,Rearrange,,,13373000
,Cyclic Triangle,impl math,,13374000
,Organization,,,13375000
,Rune,sorting string,,13376000
,Dictionary,ds hashset precomputation,,13377000
,Dungeon,,,13378000
,Far Far Away,bfs graph traversal tree,,13379000
,Found,exponentiation by squaring graph math,,13380000
,Jump,,,13381000
,Lab,dp,,13382000
,Oil,,,13383000
,Pry Sequence Transformation,,,13384000
,Square,arbitrary precision / big integers dp math,,13385000
,Tree Count,tree tree isomorphism,,13386000
,Water Pump,,,13387000
,Who Feels Lucky,,,13388000
,RMQ,,,13389000
,그래프 클릭,,,13390000
,특별한 표,combinatorics inclusion and exclusion math,,13391000
,방법을 출력하지 않는 숫자 맞추기,dp,,13392000
,스타트링크 알고리즘 멤버십,dp flow hungarian mcmf,,13393000
,여행,,,13394000
,팰린드롬 행렬,,,13395000
,카르테시안 트리 2,dp,,13396000
,구간 나누기 2,binary search parametric search,,13397000
,연속합 2,dp,,13398000
,Rearranging a Sequence,impl sorting,,13399000
,Quality of Check Digits,bruteforce impl,,13400000
,Distribution Center,sorting,,13401000
,Hidden Anagrams,ds hash string treeset,,13402000
,Infallibly Crack Perplexing Cryptarithm,,,13403000
,Three Kingdoms of Bourdelot,,,13404000
,Placing Medals on a Binary Tree,math number theory,,13405000
,Animal Companion in Maze,,,13406000
,Skinny Polygon,constructive extended euclidean algorithm math number theory,,13407000
,Cover the Polygon with Your Disk,,,13408000
,Black and White Boxes,game theory hackenbush meet in the middle,,13409000
,거꾸로 구구단,bruteforce math,,13410000
,하늘에서 정의가 빗발친다!,geom pythagoras thm sorting,,13411000
,서로소 쌍,euclidean algorithm math number theory,,13412000
,오셀로 재배치,greedy string,,13413000
,수강신청,ds hashset impl,,13414000
,정렬 게임,ad-hoc ds deque stack,,13415000
,주식 투자,arithmetic impl math,,13416000
,카드 문자열,ds greedy string,,13417000
,학교 탐방하기,graph mst,,13418000
,탕수육,impl simulation string,,13419000
,사칙연산,arithmetic impl math string,,13420000
,국민 랜드,ternary search,,13421000
,도둑,sliding window two-pointer,,13422000
,Three Dots,binary search bruteforce ds,,13423000
,비밀 모임,dijkstra's floyd–warshall graph,,13424000
,최대 이분 매칭,,,13425000
,단순 경로의 수열의 도치,,,13426000
,레이저 타워,flow mfmc,,13427000
,배열의 합,fft math sqrt decomposition,,13428000
,동전 교환,,,13429000
,합 구하기,combinatorics exponentiation by squaring math modular multiplicative inverse number theory,,13430000
,트리 문제,센트로이드 centroid decomposition d&c tree,,13431000
,좋은 부분 문자열,binary search ds segtree string suffix array and lcp array,,13432000
,기하 문제,bruteforce dp geom,,13433000
,영역의 개수,,,13434000
,피라미드 수열,math number theory,,13435000
,정다각형 선분,,,13436000
,슈퍼 나이트,,,13437000
,계단 오르기 운동,dp kmp string,,13438000
,팩토리얼과 점화식,math number theory,,13439000
,귀,,,13440000
,마법의 나무,bipartite matching graph,,13441000
,메탈은 인생,,,13442000
,바둑,,,13443000
,보드 색칠하기,bipartite matching flow,,13444000
,부분 수열 XOR,ds tree trie,,13445000
,새로운 가게 이름,,,13446000
,그래프 최대 매칭,general matching,,13447000
,SW 역량 테스트,dp greedy knapsack sorting,,13448000
,Alan Turing,,,13449000
,László Babai,ad-hoc bruteforce impl,,13450000
,Stephen Cook,,,13451000
,Edsger Dijkstra,,,13452000
,Jack Edmonds,ds graph mst segtree sweeping,,13453000
,Robert Floyd,,,13454000
,Kurt Gödel,,,13455000
,Richard Hamming,impl,,13456000
,Oracle,,,13457000
,시험 감독,arithmetic math,,13458000
,구슬 탈출,bfs graph traversal impl simulation,,13459000
,구슬 탈출 2,bfs graph traversal impl simulation,,13460000
,Airport Logistics,calculus dijkstra's geom graph math,,13461000
,Battle Simulation,impl string,,13462000
,Brexit,bfs graph traversal,,13463000
,Bridge Automation,dp,,13464000
,Charles in Charge,binary search dijkstra's graph,,13465000
,Endless Turning,geom impl,,13466000
,Manhattan Positioning System,geom line segment intersection check,,13467000
,Multiplying Digits,dp math number theory,,13468000
,Older Brother,math number theory primality test,,13469000
,Programming Tutors,binary search bipartite matching parametric search,,13470000
,Safe Racing,combinatorics dp math,,13471000
,Sticky Situation,bruteforce geom greedy math sorting,,13472000
,Anniversary Cake,constructive geom math,,13473000
,Boys and Girls,case work constructive,,13474000
,CodeCoder vs TopForces,dfs graph traversal sorting,,13475000
,Digital Addition,backtrack bitmask dp bitfield dp impl,,13476000
,Easy Reading,,,13477000
,Folding,math,,13478000
,Gangsters in Central City,,,13479000
,Hard Cuts,dp math precomputation,,13480000
,Integral Polygons,geom prefix sum,,13481000
,Java2016,constructive math probability,,13482000
,King’s Heir,impl,,13483000
,Tarifa,arithmetic impl math,,13484000
,Jetpack,bfs dfs graph traversal impl simulation,,13485000
,Cezar,graph topological sorting,,13486000
,Mag,dp tree dp greedy math tree,,13487000
,Kralj,ds greedy treeset,,13488000
,Vještica,bitmask dp bitfield dp,,13489000
,Cleaning Stations,arithmetic math,,13490000
,Sand Tiger Shark,dfs graph traversal,,13491000
,Octopus,,,13492000
,Sea Dragons,,,13493000
,Manta Ray,,,13494000
,Dolphins,,,13495000
,The Merchant of Venice,arithmetic impl math,,13496000
,Sonnets,impl parsing string,,13497000
,Romeo & Juliet,floyd–warshall graph,,13498000
,Hamlet,dp math probability,,13499000
,A Midsummer Night’s Dream,impl simulation,,13500000
,Macbeth,greedy,,13501000
,단어퍼즐 2,bfs bitmask ds dfs graph traversal precomputation string tree trie,,13502000
,최소 체인 커버,bipartite matching graph,,13503000
,XOR 합,ds tree trie,,13504000
,두 수 XOR,ds tree trie,,13505000
,카멜레온 부분 문자열,kmp string,,13506000
,좋은 부분 문자열의 개수,hash string,,13507000
,가장 가까운 두 점 2,compression ds geom segtree,,13509000
,트리와 쿼리 1,ds hld segtree tree,,13510000
,트리와 쿼리 2,ds lca sparse table tree,,13511000
,트리와 쿼리 3,ds hld segtree tree,,13512000
,트리와 쿼리 4,센트로이드 centroid decomposition d&c tree,,13513000
,트리와 쿼리 5,센트로이드 centroid decomposition ds d&c priority queue tree,,13514000
,트리와 쿼리 6,ds hld segtree tree,,13515000
,트리와 쿼리 7,ds dfs graph traversal hld segtree sqrt decomposition tree,,13516000
,트리와 쿼리 8,ds lca pst segtree tree,,13517000
,트리와 쿼리 9,ett lca mo's offline query tree,,13518000
,트리와 쿼리 10,ds hld lazyprop segtree tree,,13519000
,Taxing Problem,,,13520000
,Build a Boat,,,13521000
,Compiler,bruteforce,,13522000
,The Darkness,,,13523000
,Elegant Showroom,dijkstra's graph,,13524000
,Fridge,,,13525000
,Gondolas,,,13526000
,Rhyming Slang,,,13527000
,Grass Seed Inc.,arithmetic math,,13528000
,Jack and the Beanbag,,,13529000
,Compensation,,,13530000
,Secret Santa,ad-hoc combinatorics math precomputation probability,,13531000
,악마의 수열,math,,13532000
,꽃 구매하기,combinatorics inclusion and exclusion math,,13533000
,생일 파티,,,13534000
,괄호 부분 문자열,,,13535000
,괄호 부분 문자열 쿼리,ds segtree,,13536000
,수열과 쿼리 1,ds merge sort tree segtree sorting,,13537000
,XOR 쿼리,ds pst segtree,,13538000
,트리와 쿼리 11,link/cut tree tree,,13539000
,팰린드롬과 쿼리,,,13540000
,K번째 부분 문자열,bfs ds graph traversal hash priority queue string,,13541000
,우표 구매하기,combinatorics generating function lucas thm math number theory,,13542000
,수열과 쿼리 2,splay tree tree,,13543000
,수열과 쿼리 3,ds merge sort tree segtree sorting,,13544000
,수열과 쿼리 0,mo's offline query prefix sum sqrt decomposition,,13545000
,수열과 쿼리 4,mo's offline query sqrt decomposition,,13546000
,수열과 쿼리 5,mo's offline query,,13547000
,수열과 쿼리 6,mo's offline query,,13548000
,숨바꼭질 3,0-1 bfs bfs dijkstra's graph traversal,,13549000
,수열과 쿼리 7,mo's offline query prefix sum sqrt decomposition,,13550000
,원과 쿼리,ds geom segtree sqrt decomposition,,13551000
,구와 쿼리,geom 3d pythagoras thm,,13552000
,수열과 쿼리 8,ds mo's offline query segtree,,13553000
,수열과 쿼리 9,ds mo's offline query segtree sqrt decomposition,,13554000
,증가하는 부분 수열,ds dp segtree,,13555000
,증가하는 부분 수열 2,ds dp lis in o(n log n) segtree,,13556000
,수열과 쿼리 10,ds segtree,,13557000
,등차수열의 개수,combinatorics math prefix sum,,13558000
,Bridge Park,,,13559000
,축구 게임,greedy math,,13560000
,House Rental,binary search parametric search sweeping two-pointer,,13561000
,Independent Edges,,,13562000
,Memory Cell,,,13563000
,Meteorites,,,13564000
,침투,bfs dfs graph traversal,,13565000
,Power Supply,,,13566000
,로봇,impl simulation,,13567000
,Room,,,13568000
,Rounding,circulation flow,,13569000
,Virus,,,13570000
,나이트의 이동,berlekamp–massey crt math number theory precomputation,,13571000
,나이트의 이동 2,berlekamp–massey crt exponentiation by squaring linear algebra math number theory precomputation,,13572000
,동전 뒤집기 3,bitmask dp bitfield dp fft math,,13573000
,수열 변환,fft math,,13574000
,보석 가게,exponentiation by squaring fft math,,13575000
,Prefix와 Suffix,string suffix array and lcp array z,,13576000
,Vôlei Marciano,,,13577000
,Rouba-Monte,impl,,13578000
,Série de Tubos,,,13579000
,Andando no tempo,impl math,,13580000
,Batata quente,,,13581000
,Containers,,,13582000
,Divisores,math number theory sorting,,13583000
,Estatística hexa,,,13584000
,Fundindo árvores,,,13585000
,Go--,bruteforce prefix sum,,13586000
,huaauhahhuahau,string,,13587000
,Isósceles,impl,,13588000
,Jogos olímpicos,,,13589000
,Kit de encolhimento de polígonos,,,13590000
,Ladrilhos,,,13591000
,Mário,,,13592000
,Histórico de Comandos,dp impl,,13593000
,Desempilhando Caixas,ad-hoc impl,,13594000
,Mania de Par,dijkstra's graph,,13595000
,Bolsa de Valores,dp,,13596000
,Tri-du,impl,,13597000
,Quebra-cabeça,,,13598000
,Espiral,,,13599000
,Fatorial,dp greedy math,,13600000
,Guardiões Curiosos,,,13601000
,Praça do Retângulo,,,13602000
,Ominobox,,,13603000
,Jogo de Estratégia,impl,,13604000
,Palíndromo,,,13605000
,Loteria,,,13606000
,Onde Estão as Bolhas?,,,13607000
,Jogo de Varetas,greedy impl,,13608000
,Zak Galou,,,13609000
,Volta,arithmetic bruteforce math,,13610000
,Baralho Embaralhado,math permutation cycle decomposition,,13611000
,Confederaćão,,,13612000
,Dona Minhoca,,,13613000
,Ecologia,dp,,13614000
,Teletransporte,,,13615000
,Letras,,,13616000
,Handebol,impl,,13617000
,RSA,euler phi function exponentiation by squaring extended euclidean algorithm math modular multiplicative inverse number theory,,13618000
,Corte,,,13619000
,Pizza do Vô Pepe,,,13620000
,Olimpíadas,,,13621000
,Circuito Bioquímico Digital,impl,,13622000
,Zero or One,impl,,13623000
,Balloon,,,13624000
,Boss,dfs dp graph traversal,,13625000
,Folding Machine,,,13626000
,Dangerous Dive,impl,,13627000
,Triangles,,,13628000
,Lines of Containers,math permutation cycle decomposition,,13629000
,Buses,dp,,13630000
,Patches,,,13631000
,Trucks,,,13632000
,O Problema da Parada,,,13633000
,Países em Guerra,,,13634000
,Concurso de Contos,string,,13635000
,Tobogan de bolinhas,,,13636000
,Cartões,,,13637000
,Coral Perfeito,greedy impl math,,13638000
,Elevador Espacial,,,13639000
,Perdido na Noite,,,13640000
,Grid de Largada,impl sorting,,13641000
,Combate ao câncer,,,13642000
,Integral,,,13643000
,Palavras,,,13644000
,Ciclo de Rubik,impl,,13645000
,Estrela,euler phi function math number theory,,13646000
,Energia × Tempo,,,13647000
,MegaDamas,,,13648000
,Ácido Ribonucléico Alienígena,,,13649000
,Botas perdidas,ds impl stack,,13650000
,Campeonato de SMS,,,13651000
,Desvio de rua,,,13652000
,Estacionamento,impl simulation,,13653000
,Foco,ds greedy priority queue,,13654000
,Guarda Costeira,geom math pythagoras thm,,13655000
,"Homem, Elefante e Rato",ds lazyprop segtree,,13656000
,Incidente em Atlântida,,,13657000
,Revisão de Contrato,impl,,13658000
,Robô Colecionador,,,13659000
,Livro-caixa,,,13660000
,Desvio de Rota,,,13661000
,Elevador,geom,,13662000
,Fórmula 1,,,13663000
,Guerra nas estrelas,,,13664000
,Plágio Musical,,,13665000
,Ir e Vir,graph scc,,13666000
,Leitura Ótica,impl,,13667000
,Jogo da Velha,game theory sprague–grundy thm,,13668000
,Ataque Fulminante,,,13669000
,Alarme Despertador,arithmetic impl math,,13670000
,Troca de Cartas,greedy,,13671000
,Sub-prime,impl,,13672000
,Dragster,,,13673000
,Torres de Telefonia Celular,,,13674000
,Registrador de Deslocamento,,,13675000
,Escultura a Laser,ds stack,,13676000
,Apagando e Ganhando,ds greedy stack,,13677000
,Babel,,,13678000
,O Salão do Clube,sorting two-pointer,,13679000
,Dama,ad-hoc impl,,13680000
,Bolhas e Baldes,ds d&c game theory segtree sorting,,13681000
,Loop Musical,bruteforce impl,,13682000
,Set,,,13683000
,Divisão da Nlogõnia,case work impl,,13684000
,Maior Subseqüência Crescente,,,13685000
,Vampiros,ds dp math probability sparse table,,13686000
,Copa do Mundo,ad-hoc arithmetic math,,13687000
,Rota Crítica,,,13688000
,Amigos ou Inimigos?,,,13689000
,Jogo do Bicho,arithmetic impl math,,13690000
,Curso Universitário,,,13691000
,Redução de Pena,,,13692000
,Cubos Coloridos,impl sorting,,13693000
,Gerente de Espaço,,,13694000
,Tecle & Some,,,13695000
,Regata de Cientistas,,,13696000
,Piscina,,,13697000
,Hawk eyes,impl simulation,,13698000
,점화식,dp,,13699000
,완전 범죄,bfs graph traversal,,13700000
,중복 제거,bitmask bit set,,13701000
,이상한 술집,binary search,,13702000
,물벼룩의 생존확률,dp,,13703000
,수열과 쿼리 11,mo's offline query,,13704000
,Ax+Bsin(x)=C,arbitrary precision / big integers binary search math numerical analysis,,13705000
,제곱근,arbitrary precision / big integers binary search math,,13706000
,합분해 2,combinatorics dp math,,13707000
,모든 점을 포함하는 원,geom heuristics minimum enclosing circle,,13708000
,XOR 합 2,gaussian elimination linear algebra math,,13709000
,XOR 합 3,bitmask prefix sum,,13710000
,LCS 4,lis in o(n log n),,13711000
,키르히호프의 법칙,gaussian elimination graph linear algebra math physics,,13712000
,문자열과 쿼리,string z,,13713000
,약수의 개수,math möbius inversion number theory,,13714000
,순열의 좋은 위치,dp graph math,,13715000
,피보나치 수열처럼 보이지만...,berlekamp–massey dp exponentiation by squaring math,,13716000
,포켓몬 GO,impl,,13717000
,Tavan,math sorting string,,13718000
,Nizin,ad-hoc two-pointer,,13719000
,Prosječni,ad-hoc constructive math,,13720000
,Zamjene,,,13721000
,Burza,,,13722000
,팩토리얼 분수 방정식,arbitrary precision / big integers math number theory primality test,,13723000
,3D 쿼리,fft math,,13724000
,RNG,dp fft kitamasa math,,13725000
,랜덤 소트 2,,,13726000
,5차원 구사과 초콜릿,berlekamp–massey bitmask dp bitfield dp exponentiation by squaring math precomputation,,13727000
,행렬식과 GCD,linear algebra math,,13728000
,1013 피보나치,exponentiation by squaring math number theory,,13729000
,좋은 트리의 개수,,,13730000
,As Easy as CAB,graph topological sorting,,13731000
,Falling Apples,impl two-pointer,,13732000
,Square Deal,bitmask bruteforce case work geom,,13733000
,Buggy Robot,0-1 bfs dijkstra's dp graph,,13734000
,Construction Toy,bruteforce geom,,13735000
,Around and Around We Go,,,13736000
,The Calculus of Ada,math,,13737000
,Ghostbusters 2,2-sat binary search graph scc,,13738000
,Postal Delivery,greedy sorting,,13739000
,Windy Path,ad-hoc constructive geom greedy,,13740000
,Alphabet,dp string,,13741000
,Base Sums,math,,13742000
,Enclosure,,,13743000
,Illumination,2-sat graph scc,,13744000
,InTents,,,13745000
,Islands,graph traversal,,13746000
,Paint,binary search ds dp treeset,,13747000
,Periodic Strings,bruteforce string,,13748000
,Water,flow,,13749000
,Zigzag,,,13750000
,Barbells,backtrack bitmask bruteforce ds hashset,,13751000
,히스토그램,impl,,13752000
,Project Panoptes,,,13753000
,Mismatched Socks,greedy,,13754000
,It Takes Three,bruteforce,,13755000
,완벽한 구사과의 집합,dp linear algebra math,,13756000
,빼빼로 데이,,,13757000
,RNG 2,d&c exponentiation by squaring fft math,,13758000
,&,,,13759000
,Appropriate Coordinate Map,,,13760000
,Banking II,,,13761000
,Calculating Taxes,,,13762000
,Dropped Water Bottle,,,13763000
,Earl’s Extremely Efficient Encryption,sorting,,13764000
,Flipping Switches,,,13765000
,Game Moves,math,,13766000
,Hiking,,,13767000
,Individually Customised Pop-up Cards,,,13768000
,Jumping Impala,,,13769000
,Krypton Stadiums,,,13770000
,Presents,impl sorting,,13771000
,Holes,impl string,,13772000
,Olympic Games,impl,,13773000
,Palindromes,bruteforce impl string,,13774000
,Virus,string,,13775000
,Alpha Puzzle,impl string,,13776000
,Hunt The Rabbit,binary search impl,,13777000
,Parliamentary Rankings,impl,,13778000
,Obfustication,,,13779000
,Rasterization,geom math,,13780000
,IK Robot,,,13781000
,Pokemon,,,13782000
,Hashing,,,13783000
,What Next,,,13784000
,The Resistance,,,13785000
,Rtetris,,,13786000
,Infinity Maze,graph traversal impl pigeonhole simulation,,13787000
,Butterfly,bitmask dp bitfield dp,,13788000
,Chinese Classics,,,13789000
,Revenge of Champernowne Constant,,,13790000
,Full Text Search,,,13791000
,Mysterious Maze,,,13792000
,Number Sorting,,,13793000
,Sky Jump,,,13794000
,Mobile Network,,,13795000
,Blue Forest,,,13796000
,Era Name,impl sorting,,13797000
,Step Step Evolution,impl simulation,,13798000
,Dungeon Quest II,,,13799000
,Dice Room,,,13800000
,Alice and Bomb,,,13801000
,Two-Wheel Buggy,,,13802000
,Camera Control,,,13803000
,Road Construction,dijkstra's graph greedy,,13804000
,Operator,,,13805000
,Merry Christmas,bipartite matching flow floyd–warshall graph,,13806000
,Whist,impl simulation,,13807000
,For the Peace,ds greedy impl simulation stack,,13808000
,Champernowne Constant,ad-hoc dp impl math parametric search,,13809000
,Futon,bfs ds dfs graph traversal hashset,,13810000
,Safe Area,,,13811000
,Water Tank,binary search,,13812000
,Neko’s Treasure,,,13813000
,Eleven Lover,dp math number theory,,13814000
,Crystal Jails,,,13815000
,Cave Explorer,,,13816000
,Everlasting...?,math number theory primality test eratosthenes,,13817000
,Headstrong Student,impl math,,13818000
,Dig or Climb,,,13819000
,Rotation Estimation,,,13820000
,Optimal Rest,,,13821000
,Controlled Tournament,,,13822000
,Entangled Tree,,,13823000
,Ramen Shop,,,13824000
,Cousin’s Aunt,,,13825000
,Colony Maintenance,,,13826000
,Space Coconut Crab II,bruteforce math number theory primality test eratosthenes,,13827000
,Sort the Panels,,,13828000
,Disarmament of the Units,,,13829000
,So Sleepy,,,13830000
,Alice in Foxland,,,13831000
,Lying about Your Age,,,13832000
,Turn Polygons,,,13833000
,Robots’ Crash,,,13834000
,Linear Ether Geometry,,,13835000
,Ruins,,,13836000
,Hyper Rock-Scissors-Paper,,,13837000
,Online Quiz System,,,13838000
,Rock Man,,,13839000
,Autocorrelation Function,calculus math sweeping,,13840000
,It Prefokery Pio,dp,,13841000
,Traffic,,,13842000
,Restriction Enzyme,,,13843000
,The Extreme Slalom,,,13844000
,Blackjack,,,13845000
,Eight Princes,,,13846000
,Geometry?! Why Not??,geom math,,13847000
,나누는 자가 지배한다,backtrack,,13848000
,Reading a Chord,,,13849000
,University Rankings,dp graph topological sorting,,13850000
,Gather on the Clock,,,13851000
,Tiling Polygons,,,13852000
,Light The Room,,,13853000
,트리와 소수,센트로이드 centroid decomposition combinatorics d&c fft math number theory primality test eratosthenes tree,,13854000
,Three Squares,backtrack binary search parametric search,,13855000
,Favorite music,,,13856000
,Castle,kmp string,,13857000
,Reading Digits,impl string,,13858000
,Exam,,,13859000
,Letters,,,13860000
,Pokemons,,,13861000
,Pub crawl,,,13862000
,Cubes,,,13863000
